Q1_consent,Q2_Over18,Q3_Residentuk,Q1_knowledge,Q2_Knowledge,Q6_Konwledge,Q7_Knowledge,Q8_Knowledge,Q9_Knowledge,Q10_Knowledge,Q1_bisonimpacts,Q2_bisonimpacts,Q3_bisonimpacts,Q4_bisonimpacts,Q5_bisonimpacts,Q6_bisonimpacts,Q7_bisonimpacts,Q8_bisonimpacts,Q9_bisonimpacts,Q10_bisonimpacts,Q11_bisonimpacts,Q12_bisonimpacts,Q1_reintroduction,Q2_reintroduction,Q3_reintroduction,Q4_reintroduction,Q5_reintroduction,Q6_reintroduction,Q7_reintroductionother,Q7_reintroduction,Q22_demoage,Q23_demoage,Q24_demoage,Q25_demoage,Q26_demoage,Q27_demoage,Q28_demoage,Q29_gender,Q30_Ethnicity,Q31_Ethnicityother,Q32_Occupation,Q33_Educationlevel,Q34_Placeofresidence,Q_LocationUK,Q30_wheresurvey,Q30_other
1,1,1,2,2,2,3,1,2,3,1,3,3,3,1,1,1,1,1,1,1,3,1,1,1,1,2,1, ,4,0,0,0,0,1,0,0,2,1, ,8,6,3,8,1, 
1,1,1,2,2,2,3,1,1,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,1,1,2,2, ,10,0,0,1,0,0,0,0,1,4, ,7,6,1,6,1, 
1,1,1,2,2,1,3,1,2,3,3,4,3,3,4,3,4,4,4,4,2,4,3,2,3,3,1,2, ,9,0,0,0,0,1,0,0,1,1, ,9,5,5,3,1, 
1,1,1,2,2,1,3,2,2,3,1,3,2,1,4,2,2,1,3,1,2,4,1,2,1,1,3,3, ,8,0,0,0,1,0,0,0,2,1, ,8,6,2,4,1, 
1,1,1,2,2,1,3,1,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,4,10, ,9,0,0,1,0,0,0,0,2,1, ,27,5,5,8,1, 
1,1,1,2,2,1,3,1,2,3,1,2,4,1,1,1,3,1,2,1,1,3,1,1,1,1,2,2, ,10,0,1,0,0,0,0,0,1,1, ,11,5,2,6,1, 
1,1,1,2,2,1,3,3,1,3,1,2,3,1,2,1,3,1,3,1,1,4,1,2,1,1,2,4, ,10,0,0,1,0,0,0,0,2,1, ,3,4,4,6,1, 
1,1,1,2,2,1,3,1,3,3,2,5,4,3,4,2,5,4,4,4,2,5,5,2,2,2,4,2,more then onw option of the above,9,0,0,1,0,0,0,0,2,1, ,8,4,5,8,1, 
1,1,1,2,3,3,3,3,2,5,4,3,5,4,5,5,3,5,3,5,5,3,5,2,2,2,4,4, ,9,0,0,0,0,1,0,0,1,1, ,5,4,1,6,1, 
1,1,1,2,2,1,3,1,2,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,3,2, ,10,0,0,0,1,0,0,0,1,4, ,12,4,3,8,1, 
1,1,1,2,2,1,3,1,2,3,2,3,5,4,2,2,4,4,4,4,2,4,3,2,2,1,2,2, ,10,1,0,0,0,0,0,0,1,1, ,8,5,5,6,1, 
1,1,1,2,2,1,3,1,2,3,2,2,4,1,1,3,1,1,1,1,1,1,1,2,1,1,2,2, ,8,0,0,0,0,1,0,0,1,1, ,13,5,5,6,1, 
1,1,1,2,2,1,3,1,2,3,3,2,2,1,4,2,2,1,2,2,1,4,2,1,1,1,3,1, ,10,0,0,0,1,0,0,0,2,1, ,24,5,1,6,1, 
1,1,1,2,2,3,3,3,2,5,2,3,3,2,4,2,3,2,2,3,4,2,2,2,1,3,3,7, ,4,0,0,0,1,0,0,0,1,4, ,14,6,3,6,1, 
1,1,1,1,2,1,3,1,2,3,2,3,2,1,4,2,1,1,4,2,2,4,1,1,1,1,3,5, ,4,0,1,0,0,0,0,0,1,1, ,24,6,1,6,1, 
1,1,1,2,2,1,3,1,2,3,1,3,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1, ,8,0,0,0,0,1,0,0,2,8, ,7,6,1,6,1, 
1,1,1,2,2,1,3,3,2,3,2,3,2,1,2,2,2,1,3,1,1,3,1,1,1,1,3,7, ,10,0,0,1,0,0,0,0,1,1, ,20,5,5,6,1, 
1,1,1,2,2,1,3,1,2,3,1,2,4,1,3,1,1,1,1,1,1,4,1,1,1,1,2,2, ,10,0,0,0,1,0,0,0,1,1, ,8,6,3,6,1, 
1,1,1,2,3,1,3,3,2,3,3,4,3,4,2,3,4,3,4,2,2,4,3,2,1,1,2,3, ,5,0,0,0,0,1,0,0,2,1, ,18,3,2,4,1, 
1,1,1,2,2,1,3,1,2,3,1,2,2,1,1,1,2,1,4,1,2,4,1,2,1,1,2,2, ,8,0,0,0,0,1,0,0,1,8, ,2,4,4,6,1, 
1,1,1,2,2,3,3,3,2,5,3,2,3,3,2,2,2,2,2,2,2,3,2,1,1,1,4,4, ,10,0,0,1,0,0,0,0,2,1, ,14,5,3,6,1, 
1,1,1,2,2,1,3,2,2,3,1,3,3,2,3,1,1,2,2,1,1,3,2,1,1,1,2,5, ,10,0,1,0,0,0,0,0,2,1, ,5,5,3,8,1, 
1,1,1,2,2,1,3,1,4,3,2,3,2,1,2,2,1,1,3,3,2,2,3,1,3,1,2,4, ,5,0,0,1,0,0,0,0,2,1, ,5,5,2,6,1, 
1,1,1,2,2,2,3,2,3,3,2,2,3,2,1,2,2,2,2,2,2,2,1,1,1,1,2,3, ,8,0,0,1,0,0,0,0,2,4, ,17,6,1,6,1, 
1,1,1,2,2,1,3,2,3,3,1,2,4,1,2,1,3,1,2,1,1,2,1,1,1,1,3,1, ,7,0,0,0,0,1,0,0,2,1, ,8,5,5,6,1, 
1,1,1,2,2,1,3,1,2,3,2,2,4,2,2,2,1,2,2,2,2,2,2,1,3,1,2,6, ,3,1,0,0,0,0,0,0,1,1, ,24,4,2,9,4, 
1,1,1,3,2,1,3,3,2,3,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2, ,10,0,0,1,0,0,0,0,2,1, ,18,4,1,4,1, 
1,1,1,2,3,1,3,3,2,5,3,2,3,2,1,3,2,2,2,3,2,2,1,2,1,1,2,7,It would need a mix of messaging to get a majority of people in a community on side.,9,0,0,0,0,1,0,0,1,1, ,18,4,3,6,1, 
1,1,1,2,2,1,3,2,2,3,2,3,4,2,3,2,2,2,2,3,2,3,2,2,1,1,2,4, ,10,0,0,1,0,0,0,0,1,1, ,8,6,5,10,1, 
1,1,1,2,2,3,3,3,2,3,2,4,5,3,5,5,5,4,5,5,4,5,4,1,2,2,1,11,Public meetings,9,0,1,0,0,0,0,0,2,1, ,27,6,3,10,1, 
1,1,1,2,2,1,3,1,2,3,2,1,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,11,By several of the above methods to reach as many people as possible.,10,0,0,0,1,0,0,0,1,1, ,8,5,3,1,1, 
1,1,1,2,2,1,3,1,2,3,4,5,5,3,5,4,5,4,5,5,5,5,5,1,2,2,4,10, ,9,0,0,0,0,1,0,0,1,1, ,27,4,5,8,1, 
1,1,1,2,2,1,3,1,2,3,1,3,3,3,3,2,3,2,3,1,2,3,2,2,3,3,2,2, ,10,0,0,0,0,1,0,0,1,1, ,8,4,1,6,1, 
1,1,1,2,2,3,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,1, ,9,0,0,0,0,0,1,0,1,1, ,27,4,5,9,1, 
1,1,1,1,3,1,3,1,2,3,1,2,3,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2, ,10,0,1,0,0,0,0,0,1,1, ,27,5,3,7,1, 
1,1,1,2,2,1,3,3,2,3,1,2,2,2,2,2,2,1,2,1,3,3,1,1,1,1,3,1, ,4,0,0,0,0,0,1,0,2,1, ,27,5,3,6,1, 
1,1,1,2,2,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,9, ,10,0,0,0,0,0,1,0,2,1, ,2,5,2,7,1, 
1,1,1,5,3,3,4,3,4,5,2,4,4,2,3,2,3,2,4,2,2,4,3,2,3,3,2,4, ,2,1,0,0,0,0,0,0,1,1, ,24,5,1,6,1, 
1,1,1,2,2,1,3,2,2,3,1,1,2,1,1,1,2,1,2,1,1,4,1,1,1,1,2,11,"Ideally multiple ways, the higher the frequency of information increases the likelihood of positive public perception",3,1,0,0,0,0,0,0,2,5, ,1,5,1,7,1, 
1,1,1,2,2,1,3,1,2,3,2,4,4,3,4,2,4,3,3,3,4,4,2,1,1,1,3,11,community consultation,5,0,0,0,0,1,0,0,2,1, ,11,4,5,9,1, 
1,1,1,2,2,1,3,1,2,3,4,5,4,3,5,5,5,3,4,5,3,4,5,1,2,2,1,2, ,9,0,0,0,0,0,1,0,2,18,The Free Church Of Country Sports,27,4,3,7,5, 
1,1,1,5,2,3,3,3,2,3,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1, ,5,0,0,1,0,0,0,0,1,1, ,27,4,3,6,1, 
1,1,1,2,3,1,3,3,2,3,2,2,4,1,2,3,1,1,2,1,1,1,1,2,1,1,2,9, ,8,0,1,0,0,0,0,0,5,4, ,14,4,4,6,1, 
1,1,1,2,3,1,3,1,1,3,2,2,3,1,3,1,2,1,1,1,1,2,1,1,1,1,2,2, ,8,0,1,0,0,0,0,0,1,1, ,17,6,1,6,1, 
1,1,1,2,2,2,3,3,1,5,2,3,4,3,2,2,3,2,3,3,3,3,2,2,3,1,4,2, ,2,0,1,0,0,0,0,0,1,1, ,4,5,1,4,4, 
1,1,1,2,3,3,3,3,2,3,1,3,5,2,2,2,3,3,4,2,2,3,2,2,1,1,1,1, ,3,1,0,0,0,0,0,0,1,1, ,2,3,2,3,4, 
1,1,1,2,2,1,3,1,2,3,1,3,4,2,2,1,3,1,3,1,1,3,1,1,1,1,1,1, ,8,0,0,0,0,1,0,0,2,1, ,22,6,3,6,1, 
1,1,1,2,3,1,3,1,2,3,2,3,4,2,2,2,3,1,2,1,2,2,1,1,2,1,2,7, ,5,0,0,0,0,0,0,1,2,1, ,8,5,3,4,1, 
1,1,1,2,2,1,3,1,2,3,1,3,3,1,3,1,4,1,1,3,2,4,2,1,1,1,3,3, ,10,0,0,0,0,1,0,0,1,1, ,13,5,3,6,1, 
1,1,1,2,2,1,3,1,2,3,1,2,3,3,2,1,2,1,3,1,1,4,1,2,1,1,2,2, ,8,0,1,0,0,0,0,0,2,1, ,27,4,2,7,1, 
1,1,1,2,2,1,3,3,2,3,3,3,4,1,2,2,2,1,1,1,2,1,1,1,1,1,2,2, ,4,0,0,0,1,0,0,0,1,1, ,8,6,2,7,1, 
1,1,1,2,2,1,3,3,2,3,1,3,3,1,2,2,4,1,2,1,2,2,1,1,3,1,2,2, ,8,0,0,0,0,1,0,0,1,1, ,27,6,4,7,1, 
1,1,1,2,3,1,3,1,2,2,1,2,3,1,1,1,2,2,4,1,1,1,1,2,1,1,2,9, ,2,0,0,1,0,0,0,0,2,1, ,22,4,2,4,1, 
1,1,2,2,2,2,3,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,2, ,8,0,0,1,0,0,0,0,1,2, ,27,5,5,6,1, 
1,1,1,2,2,1,3,3,1,3,2,3,3,1,3,2,3,1,3,1,1,3,1,1,1,1,3,11,All of the above,8,0,0,0,0,1,0,0,1,1, ,8,6,3,8,1, 
1,1,1,2,2,1,3,3,4,3,1,3,2,1,4,1,2,1,4,1,1,3,1,2,1,1,2,1, ,10,0,0,0,1,0,0,0,2,1, ,8,6,3,4,1, 
1,1,1,2,2,3,3,3,4,3,3,2,3,1,2,3,3,1,4,2,3,4,2,2,3,1,3,11,All of the above,8,0,0,0,0,1,0,0,2,1, ,7,5,2,7,1, 
1,1,1,2,1,1,3,1,1,3,2,2,3,1,1,2,2,1,1,1,1,1,1,1,3,1,2,9, ,10,0,0,1,0,0,0,0,2,1, ,27,4,2,10,1, 
1,1,1,2,2,1,3,1,2,3,2,4,3,3,2,3,3,2,4,2,2,4,3,2,2,2,4,4, ,9,0,0,0,0,1,0,0,2,4, ,8,6,5,6,1, 
1,1,1,2,2,3,3,1,1,3,3,1,1,1,1,3,1,1,2,1,1,2,2,2,1,1,2,1, ,4,0,0,1,0,0,0,0,2,1, ,27,3,3,4,1, 
1,1,1,2,2,1,3,1,2,3,2,2,3,2,1,1,3,1,3,1,3,3,1,2,1,1,3,7, ,10,0,0,1,0,0,0,0,1,2, ,12,5,2,7,1, 
1,1,1,2,2,1,3,3,1,3,2,5,5,2,5,3,4,4,2,4,3,5,4,1,2,2,1,7, ,1,0,0,0,1,0,0,0,2,1, ,11,5,1,6,1, 
1,1,1,2,2,3,3,3,2,3,3,3,2,2,2,3,4,3,3,3,2,3,2,2,1,1,3,4, ,3,0,0,0,0,0,0,1,1,1, ,27,6,4,8,1, 
1,1,1,2,2,1,3,3,2,3,1,2,3,1,3,1,3,1,2,2,1,3,1,2,1,1,2,1, ,8,0,0,1,0,0,0,0,1,1, ,8,6,3,1,1, 
1,1,1,5,3,3,3,3,2,5,2,3,3,3,2,3,3,2,4,2,1,3,3,2,3,3,2,4, ,10,0,1,0,0,0,0,0,1,1, ,7,5,2,8,1, 
1,1,1,2,3,1,4,3,4,5,2,2,2,3,1,2,2,2,2,1,1,2,1,2,1,1,2,4, ,10,0,0,0,0,1,0,0,2,1, ,6,6,1,7,1, 
1,1,1,2,2,1,3,3,2,3,3,3,2,2,3,2,2,1,2,2,2,3,2,2,1,1,1,6, ,5,0,0,0,1,0,0,0,1,1, ,7,5,3,4,1, 
1,1,1,2,2,2,3,1,2,3,1,3,2,1,3,1,2,1,2,1,3,2,1,1,1,1,4,2, ,4,0,0,0,1,0,0,0,5,1, ,7,5,4,9,1, 
1,1,1,2,2,1,3,1,1,3,3,4,4,2,5,3,4,3,5,4,1,4,4,2,2,2,1,1, ,9,0,0,0,0,1,0,0,2,1, ,8,6,5,8,1, 
1,1,1,2,3,1,3,1,2,3,2,2,2,1,2,3,2,2,2,2,2,3,1,1,1,1,2,2, ,1,0,0,0,1,0,0,0,1,1, ,13,6,3,7,1, 
1,1,1,2,2,1,3,3,2,5,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,3, ,10,0,0,0,1,0,0,0,2,18,None of your business,27,6,2,7,1, 
1,1,1,2,2,1,3,1,2,3,1,3,4,1,3,2,3,1,4,1,1,4,1,1,2,1,2,5, ,10,0,0,0,0,1,0,0,2,1, ,6,6,1,2,1, 
1,1,1,2,2,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4, ,8,0,0,0,0,1,0,0,2,1, ,6,3,1,9,1, 
1,1,1,2,2,1,3,3,2,3,2,3,2,2,2,2,2,1,2,1,1,3,1,1,1,1,2,2, ,10,0,0,1,0,0,0,0,2,1, ,5,4,2,4,1, 
1,1,1,2,3,2,3,1,1,5,2,1,3,3,1,2,1,4,4,4,1,1,2,2,1,1,3,2, ,10,0,0,1,0,0,0,0,1,1, ,13,5,1,10,1, 
1,1,1,2,2,1,3,3,2,3,1,2,2,1,2,2,3,1,3,2,2,3,2,2,1,1,2,5, ,4,0,0,0,1,0,0,0,1,1, ,7,5,3,7,1, 
1,1,1,2,2,1,3,2,2,5,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,1,3,1, ,3,1,0,0,0,0,0,0,1,1, ,24,6,1,7,1, 
1,1,1,2,3,1,3,3,1,3,2,3,4,3,5,2,3,3,4,4,5,3,5,2,2,3,3,2, ,9,0,0,0,1,0,0,0,1,1, ,9,5,5,6,1, 
1,1,1,2,2,1,3,1,2,3,1,3,3,2,3,3,2,1,2,1,1,3,1,1,1,1,3,1, ,8,0,0,0,0,1,0,0,2,1, ,4,5,5,7,1, 
1,1,1,2,2,1,3,1,2,3,2,2,3,1,2,2,2,1,3,1,2,2,1,2,2,1,3,3, ,5,0,0,1,0,0,0,0,2,1, ,27,6,1,8,1, 
1,1,1,2,2,2,3,1,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3, ,9,0,0,0,0,0,1,0,1,1, ,27,4,4,8,1, 
1,1,1,2,2,3,3,1,2,3,4,4,5,4,4,5,3,4,4,5,4,4,4,2,2,2,4,11,TV but  question 16 is BIASED. It does not allow me to say that I do npt want to live nrxt to bidon ibder any circumstances....,9,0,0,0,0,0,1,0,2,1, ,27,6,5,8,1, 
1,1,1,2,2,1,3,1,2,3,2,3,4,4,4,4,4,3,4,2,3,4,3,2,3,3,4,11,All communication routes,2,0,0,0,0,0,1,0,2,1, ,27,4,5,7,1, 
1,1,1,2,2,1,3,3,2,5,1,2,2,1,2,2,1,1,2,1,3,3,1,1,1,1,2,4, ,8,0,1,0,0,0,0,0,2,1, ,13,5,1,2,1, 
1,1,1,2,3,3,3,1,2,3,2,3,3,3,2,3,2,2,3,1,1,3,2,2,1,1,2,3, ,3,0,0,0,0,1,0,0,1,1, ,7,6,5,3,1, 
1,1,1,2,2,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2, ,10,0,0,0,1,0,0,0,2,1, ,13,5,4,8,1, 
1,1,1,2,2,1,3,1,2,3,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2, ,10,0,1,0,0,0,0,0,1,1, ,24,5,2,10,1, 
1,1,1,2,3,1,3,2,2,5,4,3,2,5,1,3,3,5,4,4,2,5,4,2,2,2,4,4, ,9,0,0,0,0,1,0,0,1,1, ,23,6,2,8,4, 
1,1,1,2,2,1,3,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3, ,4,0,0,0,0,1,0,0,1,1, ,27,6,2,7,1, 
1,1,1,2,2,1,3,1,2,3,2,2,4,1,1,2,1,1,4,1,1,3,1,1,1,1,2,2, ,6,0,1,0,0,0,0,0,3,1, ,8,6,1,3,1, 
1,1,1,2,2,3,3,3,2,3,3,3,3,2,2,3,2,2,2,1,1,2,2,2,1,1,4,2, ,5,0,1,0,0,0,0,0,1,1, ,27,5,2,7,1, 
1,1,1,2,2,1,3,1,2,3,2,1,2,1,4,1,2,1,2,1,2,3,1,1,1,1,3,4, ,10,0,0,0,0,1,0,0,3,8, ,13,5,2,7,1, 
1,1,1,2,2,1,3,2,2,3,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1, ,3,0,0,0,1,0,0,0,2,1, ,25,4,2,10,1, 
1,1,1,5,3,3,3,3,2,3,4,4,3,4,3,3,2,3,2,4,3,3,4,2,2,2,4,2, ,9,0,0,0,0,1,0,0,1,1, ,27,5,4,3,1, 
1,1,2,2,3,2,3,1,3,5,2,2,4,4,3,2,4,4,4,1,1,5,1,2,1,1,1,10, ,5,1,0,0,0,0,0,0,2,4, ,24,6,1,2,1, 
1,1,1,2,2,1,3,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2, ,4,0,1,0,0,0,0,0,1,8, ,2,6,2,7,1, 
1,1,1,2,2,1,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1, ,5,0,1,0,0,0,0,0,3,1, ,2,6,2,7,4, 
1,1,1,2,2,3,3,3,2,3,2,3,3,3,3,2,3,2,3,2,2,3,2,1,3,1,2,1, ,10,0,0,0,0,1,1,0,1,1, ,8,5,3,7,1, 
1,1,1,2,2,3,3,3,2,5,2,3,3,2,2,2,3,2,2,1,1,3,1,1,1,1,2,3, ,2,0,0,0,0,1,0,0,2,1, ,8,6,4,4,1, 
1,1,1,2,2,1,3,1,2,3,2,4,4,2,4,3,4,2,4,2,3,3,3,1,2,1,2,7, ,1,0,1,0,0,0,0,0,2,1, ,17,6,4,6,1, 
1,1,1,2,2,3,3,3,2,3,2,2,2,2,5,4,3,2,4,2,4,4,2,2,2,1,1,4, ,5,0,1,0,0,0,0,0,1,4, ,7,5,1,2,1, 
1,1,1,2,2,1,3,1,2,3,1,4,4,1,2,2,2,1,4,1,1,2,1,1,1,1,3,2, ,10,1,0,0,0,0,0,0,1,1, ,24,5,1,8,1, 
1,1,1,2,2,3,3,3,4,5,4,1,2,1,1,4,1,1,2,1,1,2,1,2,1,1,2,3, ,10,0,1,0,0,0,0,0,1,1, ,23,6,2,4,1, 
1,1,1,2,1,1,3,3,2,1,1,3,2,1,2,1,3,1,2,1,1,2,1,1,1,1,2,1, ,2,0,0,0,0,0,0,1,1,1, ,27,5,1,3,1, 
1,1,2,2,2,2,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2, ,10,0,1,0,0,0,0,0,2,1, ,27,6,1,2,2, 
1,1,1,5,3,3,4,3,4,5,3,3,4,3,2,2,3,3,3,4,3,3,3,2,2,3,3,2, ,1,1,0,0,0,0,0,0,1,1, ,24,6,1,4,1, 
1,1,1,2,2,3,3,1,2,3,1,3,4,1,2,2,2,2,3,2,3,2,2,2,3,1,3,2,As much public info as possible,10,0,0,0,0,1,0,0,1,1, ,12,3,2,4,1, 
1,1,1,2,2,1,3,1,2,3,2,4,4,2,4,2,4,2,4,2,3,3,2,2,1,1,1,2, ,5,1,0,0,0,0,0,0,1,1, ,24,6,5,8,1, 
1,1,1,1,2,3,3,3,2,3,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,3,2, ,3,0,0,0,0,0,1,0,1,1, ,8,6,3,1,1, 
1,1,2,4,1,3,3,1,2,5,2,3,4,2,3,3,2,3,3,2,2,4,2,2,1,1,1,2, ,5,0,0,0,0,1,0,0,2,1, ,1,5,5,1,1, 
1,1,1,2,2,1,3,1,2,3,2,3,4,1,1,2,1,1,1,2,3,3,1,1,1,1,3,5, ,2,0,0,0,0,0,1,0,1,1, ,7,4,2,8,1, 
1,1,1,2,2,3,3,1,2,3,1,1,3,1,2,2,3,1,3,1,2,2,1,1,1,1,2,11,All of the above.,10,0,0,0,1,0,0,0,1,4, ,7,5,3,7,1, 
1,1,1,2,2,1,3,1,2,3,3,4,4,2,4,3,3,1,2,4,1,4,4,1,2,2,1,11,There should be multiple information channels used to make sure that every single person is aware.,9,0,0,0,0,0,1,0,1,1, ,27,4,3,1,1, 
